category,title,price_ghs,condition,region,area,location,seller_badge,description,price_outlier_flag,url,source,scraped_date
Commercial Equipment & Tools,Direct Drive Britex Sewing Machine,4100.0,,Ashanti,Kumasi Metropolitan,"Ashanti, Kumasi Metropolitan",,Top quality semi digital sewing machine.,False,https://jiji.com.gh/kumasi-metropolitan/manufacturing-equipments/direct-drive-britex-sewing-machine-wEjWMIgLQZlqIvyoPxxkxCDb.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,"Garrett Atx Metal Detector (Negotiable, Feel Free To Call)",16500.0,,Western Region,Tarkwa Nsuaem,"Western Region, Tarkwa Nsuaem",,"For Ground Research for gold. 
I want to sell it because I don't get time to use it. 

I am selling...",True,https://jiji.com.gh/tarkwa-nsuaem/safety-equipment/garrett-atx-metal-detector-negotiable-feel-free-to-call-5CccqdIH8sptFfydrMshTgbS.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Nitrile Disposable Black Gloves Powder-free & Latex-free - 100pcs/Box,85.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan","Verified ID, 5+ years on Jiji",FOOD SAFE: Our disposable latex-free gloves are powder-less food-grade gloves that can be used as...,False,https://jiji.com.gh/tema-metropolitan/safety-equipment/nitrile-disposable-black-gloves-powder-free-latex-free-100pcs-box-dZMtQsjm7YNtGi8ikQH6FhTd.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Elbow Crutches,220.0,,Greater Accra,Mamprobi,"Greater Accra, Mamprobi",,"Able crutches are medical devices designed to aid in ambulation, by transferring body weight from...",False,https://jiji.com.gh/mamprobi/medical-equipment/elbow-crutches-oVInhzeqNNfcKch1gYpy7tDA.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,248W High Power Sun L2 Plus Professional UV LED Nail Dryer,280.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",5+ years on Jiji,Two Hands 248W High Power Sun L2 Plus Professional UV LED Nail Dryer,False,https://jiji.com.gh/accra-metropolitan/salon-equipment/248w-high-power-sun-l2-plus-professional-uv-led-nail-dryer-xx3rcOjMGpwpHqZNFZQKXStR.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Blood Pressure Digital Cuff,70.0,,Greater Accra,Mamprobi,"Greater Accra, Mamprobi",,The cuff is used to measure blood pressure to screen for conditions like high blood pressure...,False,https://jiji.com.gh/mamprobi/medical-equipment/blood-pressure-digital-cuff-oMCuOmBQRJm985KBgGUAeI90.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Electronic Safe # Web1550,955.0,,Greater Accra,Lapaz,"Greater Accra, Lapaz",Verified ID,"""Extenal dimensions(H*W*D):20""""*14*13""""(50*35*33cm)
Volime:52L
Thickness(door panel/box...",False,https://jiji.com.gh/lapaz/safety-equipment/electronic-safe-web1550-8Fvpz0lsm4UcrC3GAicV2IOr.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Infrared Thermometer,55.0,,Greater Accra,Accra New Town,"Greater Accra, Accra New Town",,"Easy to use infrared thermometer.
For checking temperature.",False,https://jiji.com.gh/accra-new-town/medical-equipment/infrared-thermometer-uuACSs8HN2fcdmoekLWr5KgQ.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Hot Stones,650.0,,Greater Accra,Lapaz,"Greater Accra, Lapaz",5+ years on Jiji,"Massage Stones
16pcs",False,https://jiji.com.gh/lapaz/salon-equipment/hot-stones-rgCKMqxwSktaymnzP277Uyqp.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Safe Box For Valuables,2600.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 3+ years on Jiji",High quality safe box,False,https://jiji.com.gh/accra-metropolitan/safety-equipment/safe-box-for-valuables-m6NEkmx38fElpbx5Sln6sxGx.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Dry Powder Fire Extinguisher (9kg),400.0,,Greater Accra,Awoshie,"Greater Accra, Awoshie",Verified ID,"A dry powder fire extinguisher

Dry chemical powder (usually ABC powder) smothers the fire...",False,https://jiji.com.gh/awoshie/safety-equipment/dry-powder-fire-extinguisher-9kg-BstLCUCyRbBpfyfIJ52sEckf.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Voice Arm Blood Pressure Monitor Sphygmomanometer Bp Machine,180.0,,Greater Accra,Kwashieman,"Greater Accra, Kwashieman",5+ years on Jiji,"Please call or WhatsApp for fast delivery. 
Brand new in the box. Original and authentic product. It...",False,https://jiji.com.gh/kwashieman/medical-equipment/voice-arm-blood-pressure-monitor-sphygmomanometer-bp-machine-czPa7tZ1J1tGo6aYl43R78gx.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Automatic Stainless Steel Gas Peanut Roasting Machine,16800.0,,Greater Accra,Pokuase,"Greater Accra, Pokuase","Verified ID, 5+ years on Jiji","Suitable for peanut, cashew, almond, chestnut, melon seed, sesame seeds, rapeseed, soy beans etc...",True,https://jiji.com.gh/pokuase/manufacturing-equipments/automatic-stainless-steel-gas-peanut-roasting-machine-zjldeddeW9lAodejl93IaqVA.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Sachet Water Koyo Machines,30000.0,,Greater Accra,Spintex,"Greater Accra, Spintex","Verified ID, 3+ years on Jiji",For the Production of sachet water... This machine is capable of producing 100 bags of sachet water...,True,https://jiji.com.gh/spintex/manufacturing-equipments/sachet-water-koyo-machines-ozhmSG4WebkaGg8pYJY58GCJ.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Mimage A3 DTF Printer +Powder Shaker + 2 PCS of Xp600 Head,33000.0,,Greater Accra,Circle,"Greater Accra, Circle",Verified ID,"A3 dtf Machine for your T shirts, caps, Mugs etc",True,https://jiji.com.gh/circle/printing-equipment/mimage-a3-dtf-printer-powder-shaker-2-pcs-of-xp600-head-tS1vsqq3JBc5TV6xgy1BRuJT.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,4 Feet Vinyl Cutting Plotter- Auto Contour,5800.0,,Greater Accra,Achimota,"Greater Accra, Achimota","Verified ID, 5+ years on Jiji","4 feet Long Jinka Vinyl Cutting Plotter , auto contour",False,https://jiji.com.gh/achimota/printing-equipment/4-feet-vinyl-cutting-plotter-auto-contour-ln8sMCUgKK1myWxETcFeuUZS.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Twin Popcorn Machine Plus Free Tutorials,2300.0,Brand New,Central Region,Awutu Senya West,"Central Region, Awutu Senya West","Verified ID, 5+ years on Jiji","This gas-powered popcorn machine needs only a few minutes to warm up, and then you're ready to start...",False,https://jiji.com.gh/awutu-senya-west/restaurant-and-catering-equipment/twin-popcorn-machine-plus-free-tutorials-wfOI34WTeQqJxwOyBli3lts8.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Walking Stick( Non Foldable),100.0,,Greater Accra,Teshie,"Greater Accra, Teshie",5+ years on Jiji,"Non foldable walking stick with 10 height adjustment comes in black, silver and bronze color",False,https://jiji.com.gh/teshie/medical-equipment/walking-stick-non-foldable-jNnyDjNRGwLJd2X1wuqvh6pX.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,A3 And A4 Laminating Machine Buyo,1300.0,,Greater Accra,Osu,"Greater Accra, Osu",,A3 and a4 Laminating Machine buyo is use to laminate paper both a4 and a3 size paper,False,https://jiji.com.gh/osu/stationery/a3-and-a4-laminating-machine-buyo-3tL8wY7mExU3CS0W4R8uLHba.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Safety Harness,750.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",5+ years on Jiji,Full body safety harness for fall arrest.,False,https://jiji.com.gh/accra-metropolitan/safety-equipment/safety-harness-ix5f2exZc8Hpm39oHC7c12iE.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Blood Pressure Machine Bp Machine,85.0,,Greater Accra,Lapaz,"Greater Accra, Lapaz",5+ years on Jiji,BP Monitor available for sale,False,https://jiji.com.gh/lapaz/medical-equipment/blood-pressure-machine-bp-machine-uvwoKfg6Ng1BrrwYWlhki27t.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,40 Keys Holder Metal Box With 2 Keys,350.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 3+ years on Jiji","40 Keys Holder Metal Box With 2 Keys And One Flexible Compartment (L9 x W11.8 x H3.15)inch
Strong...",False,https://jiji.com.gh/accra-metropolitan/safety-equipment/40-keys-holder-metal-box-with-2-keys-b4UMMoz5PQOZhyfc1VV22NBC.html,Jiji Ghana (jiji.com.gh),2026-04-20
