Category,Title,Price GHS,Price Raw,Condition,Region,Area,Location,Seller Badge,Description,URL,Source,Scraped Date
Electronics,Very Neat Acer 24inch Monitor,700.0,GH₵ 700,Used,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji","Very Neat Acer 24inch Monitor 
Full HD 1920x1080 
inbuilt speakers 
2 HDMI-INPUT 
unique design",https://jiji.com.gh/accra-metropolitan/computer-monitors/very-neat-acer-24inch-monitor-wRVUcBonItV2DaljpeLZCViD.html,Jiji Ghana (jiji.com.gh),2026-05-04
Electronics,Xbox Series S (512gb)+ Controller + Nba2k26 + Fc6 + Call O Duty More,3550.0,"GH₵ 3,550",Used,Greater Accra,East Legon,"Greater Accra, East Legon",,"• 512Gb Storage
• 1 original controller included pricing options
•consoles available
-xbox one |...",https://jiji.com.gh/east-legon/video-games-and-consoles/xbox-series-s-512gb-controller-nba2k26-fc6-call-o-duty-more-kEN3q3QutA1ZFYdoYRF62iEM.html,Jiji Ghana (jiji.com.gh),2026-05-04
Electronics,HP Full HD Monitor 24inch Monitor,1000.0,"GH₵ 1,000",Used,Ashanti,Kumasi Metropolitan,"Ashanti, Kumasi Metropolitan","Verified ID, 3+ years on Jiji","Sleek look, immersive view, give your desk a slim, sleek new addition; nearly borderless on three...",https://jiji.com.gh/kumasi-metropolitan/computer-monitors/hp-full-hd-monitor-24inch-monitor-phHBAr7MzQIAKTOFzXYXgyYQ.html,Jiji Ghana (jiji.com.gh),2026-05-04
Electronics,"Thunderbolt 27"" , 160hz, Ips, HDR Gaming/Professional Monitor",4750.0,"GH₵ 4,750",Brand New,Greater Accra,Ga West Municipal,"Greater Accra, Ga West Municipal","Verified ID, 5+ years on Jiji","Thunderobot thor zu27f160l 27"" 4k 160hz dual mode gaming monitor
key features
model: thor...",https://jiji.com.gh/ga-west-municipal/computer-monitors/thunderbolt-27-160hz-ips-hdr-gaming-professional-monitor-nQe7aGxnEDkLme10PFsTheP9.html,Jiji Ghana (jiji.com.gh),2026-05-04
Electronics,Copy All Your Pc Games at Affordable Prices,15.0,GH₵ 15,"Adventure, Brand New",Ashanti,Kumasi Metropolitan,"Ashanti, Kumasi Metropolitan","Verified ID, 3+ years on Jiji","Copy all your pc games from TECHTREASURE ELECTRONICS, we have both crack and online games at...",https://jiji.com.gh/kumasi-metropolitan/videogames/copy-all-your-pc-games-at-affordable-prices-eXGLfupbEBRpzirT4iUPVxRk.html,Jiji Ghana (jiji.com.gh),2026-05-04
Electronics,Heatz Full Hd 1080p Stream Webcam Zr80,250.0,GH₵ 250,Brand New,Greater Accra,Lapaz,"Greater Accra, Lapaz",,HEATZ webcam is a 1080P 30fps FULL HD wide-angle streaming webcam with auto white balance property...,https://jiji.com.gh/lapaz/computer-accessories/heatz-full-hd-1080p-stream-webcam-zr80-cwQXw0MoQZ7U0kMWp7gQnznT.html,Jiji Ghana (jiji.com.gh),2026-05-04
Electronics,Feel the Beat With Samsung B650,3999.0,"GH₵ 3,999",Brand New,Greater Accra,Adabraka,"Greater Accra, Adabraka",5+ years on Jiji,3d surround sound – the powerful 3d surround sound of dts virtual: x turns your living room into a...,https://jiji.com.gh/adabraka/audio-and-music-equipment/feel-the-beat-with-samsung-b650-3wDkGle7DOLldM1u9UBqj0u8.html,Jiji Ghana (jiji.com.gh),2026-05-04
Electronics,Lenovo Laptop Charger 65W Watt USB Type C(Usb-C),170.0,GH₵ 170,Brand New,Greater Accra,Lapaz,"Greater Accra, Lapaz",,"Product description
brand	lenovo
connectivity technology	usb
connector type	usb type...",https://jiji.com.gh/lapaz/computer-accessories/lenovo-laptop-charger-65w-watt-usb-type-c-usb-c-64bnDdcsFtdHsJ0LfbIGML1I.html,Jiji Ghana (jiji.com.gh),2026-05-04
Electronics,24'' Dell Edgeless Monitor(2419h),1050.0,"GH₵ 1,050",Used,Greater Accra,Lapaz,"Greater Accra, Lapaz","4.8, 5+ years on Jiji","Dell P2419H 24 Inch LED-Backlit
Anti-Glare, 3H Hard
Coating IPS Monitor - (8 ms Response)
FHD 1920 x...",https://jiji.com.gh/lapaz/computer-monitors/24-dell-edgeless-monitor-2419h-BDMX9HT2K2IpfEd8TnfJ9f3R.html,Jiji Ghana (jiji.com.gh),2026-05-04
Electronics,22inch FHD Asus Monitor,550.0,GH₵ 550,Used,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji","Asus vx238h-w
highlights
hdmi / d-sub / dvi-d inputs
1920 x 1080 resolution
asus smart contrast...",https://jiji.com.gh/accra-metropolitan/computer-monitors/22inch-fhd-asus-monitor-oMQc6DSYzp5skCIFfZGqLPcr.html,Jiji Ghana (jiji.com.gh),2026-05-04
