Category,Title,Price GHS,Price Raw,Condition,Region,Area,Location,Seller Badge,Description,URL,Source,Scraped Date
Commercial Equipment & Tools,Hot Water Bottle,45.0,GH₵ 45,,Greater Accra,Korle Gonno,"Greater Accra, Korle Gonno",Verified ID,"A hot-water bottle is a bottle filled with hot water and sealed with a stopper, used to provide...",https://jiji.com.gh/korle-gonno/medical-equipment/hot-water-bottle-wcSiACW08Xku6XyggjJAeEIG.html,Jiji Ghana (jiji.com.gh),2026-05-11
Commercial Equipment & Tools,Smart 2.0 Sun T2 Two Hands 2 in 1 UV LED Nail Dryer,280.0,GH₵ 280,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",5+ years on Jiji,White and black Smart 2.0 Sun T2 Two Hands 2 In 1 UV LED Nail Dryer.,https://jiji.com.gh/accra-metropolitan/salon-equipment/smart-2-0-sun-t2-two-hands-2-in-1-uv-led-nail-dryer-rlV99PQ3MMuVCIqRiIl0iPNR.html,Jiji Ghana (jiji.com.gh),2026-05-11
Commercial Equipment & Tools,Water Distiller (10 Ltrs),2900.0,"GH₵ 2,900",,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",,A water distiller is a device that purifies water by boiling it into steam and then cooling the...,https://jiji.com.gh/accra-metropolitan/medical-equipment/water-distiller-10-ltrs-nsXHBhNpjaUiIQccrnt2NYPm.html,Jiji Ghana (jiji.com.gh),2026-05-11
Commercial Equipment & Tools,Doctor Scrubs,120.0,GH₵ 120,,Greater Accra,Korle Gonno,"Greater Accra, Korle Gonno",,The uniform is use for Doctors nd nurses in hospital for duty,https://jiji.com.gh/korle-gonno/medical-equipment/doctor-scrubs-1KHoav4kbYhksuZ6IlF4kHSE.html,Jiji Ghana (jiji.com.gh),2026-05-11
Commercial Equipment & Tools,Nail Dryer With Led,150.0,GH₵ 150,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 3+ years on Jiji",Quality nail dryer with charget,https://jiji.com.gh/accra-metropolitan/salon-equipment/nail-dryer-with-led-f5552fx0vISK7UbwBVSp20SH.html,Jiji Ghana (jiji.com.gh),2026-05-11
Commercial Equipment & Tools,Hematology Analyzer ( Mindray Bc 10 ),49500.0,"GH₵ 49,500",,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji",Hematology Analyzer ( Mindray BC 10 ) Brandnew,https://jiji.com.gh/accra-metropolitan/medical-equipment/hematology-analyzer-mindray-bc-10-BokMNJH6VbbIBUDA3XoYpe8m.html,Jiji Ghana (jiji.com.gh),2026-05-11
Commercial Equipment & Tools,Catheterization Manikin (Male),4000.0,"GH₵ 4,000",,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji","Feature of Female Catheterization Model:
1. General urethral catheterization process can be...",https://jiji.com.gh/accra-metropolitan/medical-equipment/catheterization-manikin-male-8RdBQVeCl8yGB6L4BfC5IIHD.html,Jiji Ghana (jiji.com.gh),2026-05-11
Commercial Equipment & Tools,Distilled Water (20 Litres ),220.0,GH₵ 220,,Greater Accra,Mamprobi,"Greater Accra, Mamprobi",3+ years on Jiji,"Distilled water, due to its purity and lack of minerals, has diverse applications, including...",https://jiji.com.gh/mamprobi/medical-equipment/distilled-water-20-litres-aIMHDCvg4oPWBuCzOprd4WDy.html,Jiji Ghana (jiji.com.gh),2026-05-11
Commercial Equipment & Tools,Novo Upright Freezer,4500.0,"GH₵ 4,500",Used,Eastern Region,Akuapim North,"Eastern Region, Akuapim North",5+ years on Jiji,Work perfectly with no faults. Energy efficient. Slightly used.,https://jiji.com.gh/akuapim-north/restaurant-and-catering-equipment/novo-upright-freezer-4YpSCWI4NMrFO8SDXl9cAw8h.html,Jiji Ghana (jiji.com.gh),2026-05-11
Commercial Equipment & Tools,Steam Vaporizer,250.0,GH₵ 250,,Greater Accra,Mamprobi,"Greater Accra, Mamprobi",3+ years on Jiji,Kaz steam vaporizer is a device that allows you to benefit from all the advantages of inhalation at...,https://jiji.com.gh/mamprobi/medical-equipment/steam-vaporizer-Cxf1T487x0WxqMOfTYmUVHvN.html,Jiji Ghana (jiji.com.gh),2026-05-11
