Category,Title,Price GHS,Price Raw,Condition,Region,Area,Location,Seller Badge,Description,URL,Source,Scraped Date
Electronics,Original Used Sata Ssd,280.0,GH₵ 280,Used,Greater Accra,Kasoa,"Greater Accra, Kasoa","Verified ID, 3+ years on Jiji","Uk Used Sata ssd 256 Mixed brands ,",https://jiji.com.gh/kasoa/computer-hardware/original-used-sata-ssd-1zmmPzJIChXli87zw0iuXazn.html,Jiji Ghana (jiji.com.gh),2026-04-20
Electronics,D10 Smart Centurion Sliding Gate Motor,10250.0,"GH₵ 10,250",,Greater Accra,Kwashieman,"Greater Accra, Kwashieman",5+ years on Jiji,Centurion sliding gate motor operator with backup battery,https://jiji.com.gh/kwashieman/security-and-surveillance/d10-smart-centurion-sliding-gate-motor-6q34M6v9TCI4z0AoG6MGCoSB.html,Jiji Ghana (jiji.com.gh),2026-04-20
Electronics,Jbl Boombox 3 Wifi,8999.0,"GH₵ 8,999",Brand New,Greater Accra,Spintex,"Greater Accra, Spintex",Verified ID,JBL BOOMBOX 3 WiFi / Bluetooth,https://jiji.com.gh/spintex/audio-and-music-equipment/jbl-boombox-3-wifi-1su5ygmHHifvYeGOEWCZ9vSy.html,Jiji Ghana (jiji.com.gh),2026-04-20
Electronics,Epson Ep-804 Six Coloured Printer,3500.0,"GH₵ 3,500","Ink-Jet Printer, Used",Greater Accra,Kwashieman,"Greater Accra, Kwashieman","Verified ID, 5+ years on Jiji",Epson ep-804 six coloured photo printer from home(japan).,https://jiji.com.gh/kwashieman/printers-and-scanners/epson-ep-804-six-coloured-printer-cyd4mx6JzU70Aim0mu5OYlpR.html,Jiji Ghana (jiji.com.gh),2026-04-20
Electronics,360 ° Rotation Laptop Stand With Cooling Fan.,300.0,GH₵ 300,Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,"360° adjustable design lets you rotate and tilt your laptop for the perfect viewing angle.
Ergonomic...",https://jiji.com.gh/accra-metropolitan/computer-accessories/360-deg-rotation-laptop-stand-with-cooling-fan-cMHe9nvV1VNeeOEltemoGSox.html,Jiji Ghana (jiji.com.gh),2026-04-20
Electronics,Game Set 5in1 Headset Keyboard Mouse Pad Speaker And Mouse,520.0,GH₵ 520,Brand New,Greater Accra,Circle,"Greater Accra, Circle",Verified ID,"This is a 5-in-1 Gaming Combo Set (sometimes sold as TF580 Gameset 5-in-1 or a similar name).
 What...",https://jiji.com.gh/circle/computer-accessories/game-set-5in1-headset-keyboard-mouse-pad-speaker-and-mouse-1foKOaL9BBG65crZ9N87KzwH.html,Jiji Ghana (jiji.com.gh),2026-04-20
Electronics,Sg101 Drone,450.0,GH₵ 450,Brand New,Greater Accra,Madina,"Greater Accra, Madina","Verified ID, 5+ years on Jiji","The SG101 is an ultra-lightweight, foldable drone designed for portability and ease of use.
Advanced...",https://jiji.com.gh/madina/cameras-video-cameras-and-accessories/sg101-drone-wYO8WyMYlrk9J8qW3rcD1YXo.html,Jiji Ghana (jiji.com.gh),2026-04-20
Electronics,Raspberry Pi 3 for Sale,900.0,GH₵ 900,Used,Greater Accra,East Legon,"Greater Accra, East Legon","Verified ID, 5+ years on Jiji",Have a Mimi computer in your pocket with the new Raspberry pi 3 computer model B 4 gig Ram.all you...,https://jiji.com.gh/east-legon/computer-hardware/raspberry-pi-3-for-sale-r2yvPjedQUUcvxLOr8hzvcYm.html,Jiji Ghana (jiji.com.gh),2026-04-20
Electronics,Nvidia GT710 Graphic Card,350.0,GH₵ 350,Used,Greater Accra,Spintex,"Greater Accra, Spintex",5+ years on Jiji,2gb dedicated GT710 graphic card,https://jiji.com.gh/spintex/computer-hardware/nvidia-gt710-graphic-card-5nOEwzd4UQqXqmHpLTOwD5LA.html,Jiji Ghana (jiji.com.gh),2026-04-20
Electronics,Ps5 Games Accounts,200.0,GH₵ 200,"Other, Brand New",Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji",We hv all kinds of Playstation 5 and ps4 games account here available at very affordable prices....,https://jiji.com.gh/accra-metropolitan/videogames/ps5-games-accounts-tIx16rQvvGD3MWlB2RW9kpbA.html,Jiji Ghana (jiji.com.gh),2026-04-20
Electronics,Hp 10m Wired Mouse,25.0,GH₵ 25,Brand New,Greater Accra,Dzorwulu,"Greater Accra, Dzorwulu","Verified ID, 5+ years on Jiji","Brand New Wired Mouse 
Compatible with all operating systems
Slick and lightweight 
Please call us...",https://jiji.com.gh/dzorwulu/computer-accessories/hp-10m-wired-mouse-dUiynkT5rOInEixazmzFgDyL.html,Jiji Ghana (jiji.com.gh),2026-04-20
Electronics,Bluetooth Rechargeable Keyboard Mouse,200.0,GH₵ 200,Brand New,Northern Region,Tamale Municipal,"Northern Region, Tamale Municipal","Verified ID, 5+ years on Jiji","Bluetooth rechargeable keyboard and mouse combo compatible with laptops,desktops,android and ios...",https://jiji.com.gh/tamale-municipal/computer-accessories/bluetooth-rechargeable-keyboard-mouse-dhPJgacJulPJC7EmWDwreOI6.html,Jiji Ghana (jiji.com.gh),2026-04-20
