Category,Title,Price GHS,Price Raw,Condition,Region,Area,Location,Seller Badge,Description,URL,Source,Scraped Date
Vehicles,"HRV Front Complete Bumper 2018,2019,2020,2021",5000.0,"GH₵ 5,000",Brand New,Greater Accra,Darkuman,"Greater Accra, Darkuman","Verified ID, 5",Brand new Hrv complete bumper,https://jiji.com.gh/darkuman/car-parts-and-accessories/hrv-front-complete-bumper-2018-2019-2020-2021-av7QcmV2naOqmAI7TFQpid4m.html,Jiji Ghana (jiji.com.gh),2026-05-04
Vehicles,"All Types of Car Ac Compressors Benz,Toyota, Honda,Hyundai,Bmw,Vw Etc",3800.0,"GH₵ 3,800",Brand New,Greater Accra,East Legon,"Greater Accra, East Legon",3+ years on Jiji,"All types of car ac compressors and part ,you buy we fix for you",https://jiji.com.gh/east-legon/car-parts-and-accessories/all-types-of-car-ac-compressors-benz-toyota-honda-hyundai-bmw-vw-etc-1B5HtrYMvgeeTrFu8Ahhgul2.html,Jiji Ghana (jiji.com.gh),2026-05-04
Vehicles,"Ford F150, 2021-2023 Tail Light (Full Led)",7500.0,"GH₵ 7,500",Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,"High quality replacement tail lights for F150, 2021-2023 available as seen.",https://jiji.com.gh/accra-metropolitan/car-parts-and-accessories/ford-f150-2021-2023-tail-light-full-led-aYXCcJtBrLzToaAvvwsNpsPw.html,Jiji Ghana (jiji.com.gh),2026-05-04
Vehicles,2015 Nissan Sentra Doors and Trunk,1500.0,"GH₵ 1,500",Used,Greater Accra,Spintex,"Greater Accra, Spintex",5+ years on Jiji,2015 nissan sentra doors available,https://jiji.com.gh/spintex/car-parts-and-accessories/2015-nissan-sentra-doors-and-trunk-aZUyHGrZjHqsdlDTzLeM9wuC.html,Jiji Ghana (jiji.com.gh),2026-05-04
Vehicles,Rolls-Royce Cullinan Base 2020 Silver,4950000.0,"GH₵ 4,950,000","Foreign Used, Automatic",Greater Accra,East Legon,"Greater Accra, East Legon",Verified ID,"2020 Rolls-Royce Cullinan in elegant silver with blue interior. Powered by a 6.75-liter V12 engine,...",https://jiji.com.gh/east-legon/cars/rolls-royce-cullinan-base-2020-silver-xv8VIZwbJKB2nBC6bKO6TTxJ.html,Jiji Ghana (jiji.com.gh),2026-05-04
Vehicles,All Transmission Filter Available in Brand New,300.0,GH₵ 300,Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",3+ years on Jiji,All transmission filters available in brand new,https://jiji.com.gh/abossey-okai/car-parts-and-accessories/all-transmission-filter-available-in-brand-new-q467jCGN3XgAcDSPa8znPe3W.html,Jiji Ghana (jiji.com.gh),2026-05-04
Vehicles,Hyundai Elantra Spec Sports Bumper Complete,14000.0,"GH₵ 14,000",Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",Verified ID,Hyundai Elantra spec sports bumper complete,https://jiji.com.gh/abossey-okai/car-parts-and-accessories/hyundai-elantra-spec-sports-bumper-complete-CxrqWUgdnKdAktCFl3MItLqs.html,Jiji Ghana (jiji.com.gh),2026-05-04
Vehicles,"Ford Fusion Headlight 2012,2013,2014,2015,2016,2017",2800.0,"GH₵ 2,800",Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai","Verified ID, 5+ years on Jiji","Ford Fusion Headlight 2012,2013,2014,2015,2016,2017 available as seen and more in stock we do...",https://jiji.com.gh/abossey-okai/car-parts-and-accessories/ford-fusion-headlight-2012-2013-2014-2015-2016-2017-65DCZspjWgrIQgURMdIgfQAc.html,Jiji Ghana (jiji.com.gh),2026-05-04
Vehicles,Hyundai Elantra 2020 Front Grille,2000.0,"GH₵ 2,000",Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai","Verified ID, Popular",Hyundai Elantra 2020 front grille,https://jiji.com.gh/abossey-okai/car-parts-and-accessories/hyundai-elantra-2020-front-grille-zgOPjUvfgIDdDIZ7hF37qWHu.html,Jiji Ghana (jiji.com.gh),2026-05-04
Vehicles,Kia Bongo Iii,90000.0,"GH₵ 90,000",Used,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",,Kia bongo 3 available for sale in good condition,https://jiji.com.gh/accra-metropolitan/trucks-commercial-agricultiral/kia-bongo-iii-auvhWa533PHnBpc2B5RBXJxd.html,Jiji Ghana (jiji.com.gh),2026-05-04
