Category,Title,Price GHS,Price Raw,Condition,Region,Area,Location,Seller Badge,Description,URL,Source,Scraped Date
"Home, Furniture",Office Cabinet Free Delivery,2700.0,"GH₵ 2,700","Bulk prices, Brand New",Greater Accra,North Industrial Area,"Greater Accra, North Industrial Area","Verified ID, 4.9",Office Cabinet free delivery,https://jiji.com.gh/north-industrial-area/furniture/office-cabinet-free-delivery-hGft8nVHWTT4BL9fA8zVUxIs.html,Jiji Ghana (jiji.com.gh),2026-05-04
"Home, Furniture",Largest Supply of Grass in West Africa,50.0,GH₵ 50,,Greater Accra,East Legon,"Greater Accra, East Legon",,"We are the largest supplier of grass is West Africa. We supply carpet grass (Zoysia japonica,...",https://jiji.com.gh/east-legon/garden/largest-supply-of-grass-in-west-africa-chlqGCKnlLfky7ehUVKmQaz6.html,Jiji Ghana (jiji.com.gh),2026-05-04
"Home, Furniture",Affordable Lg 15kg Front Load Washing Machine - F0l9dyp2s,13550.0,"GH₵ 13,550",Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,"Large Capacity: Handles up to 15kg loads, perfect for families.
AI Direct Drive: Adapts wash...",https://jiji.com.gh/accra-metropolitan/home-appliances/affordable-lg-15kg-front-load-washing-machine-f0l9dyp2s-aFOOBYgsgloTEJgcooheaWsb.html,Jiji Ghana (jiji.com.gh),2026-05-04
"Home, Furniture",Fufu Swallow Maker,750.0,GH₵ 750,Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,Fufu /swallow maker available at affordable price,https://jiji.com.gh/accra-metropolitan/kitchen-appliances/fufu-swallow-maker-xnzhlhZByVPCiEoCpFnKEd08.html,Jiji Ghana (jiji.com.gh),2026-05-04
"Home, Furniture",Waterproof Floodlights 50w,100.0,GH₵ 100,,Greater Accra,Sowutwuom,"Greater Accra, Sowutwuom","Verified ID, 3+ years on Jiji","It’s 50w floodlights it’s both outdoor and indoor 
Waterproof",https://jiji.com.gh/sowutwuom/lighting/waterproof-floodlights-50w-hc6HOCHa8q6CsziyPqBOtvR0.html,Jiji Ghana (jiji.com.gh),2026-05-04
"Home, Furniture",6burner All Gas Cooker Oven Rotisserie Ferre Stove,6999.0,"GH₵ 6,999",Brand New,Greater Accra,Adabraka,"Greater Accra, Adabraka",5+ years on Jiji,Range cookers are a popular choice within many households. They combine an oven and a hob in one...,https://jiji.com.gh/adabraka/kitchen-appliances/6burner-all-gas-cooker-oven-rotisserie-ferre-stove-x4r216KsMX7m539nRS6iAGyf.html,Jiji Ghana (jiji.com.gh),2026-05-04
"Home, Furniture",Strip Light Rope Light,19.0,GH₵ 19,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",3+ years on Jiji,LED Light Work With With Waterproof RGB LED Rope Light,https://jiji.com.gh/tema-metropolitan/lighting/strip-light-rope-light-b7i566Mnd0xvRyxlXq3rIZuO.html,Jiji Ghana (jiji.com.gh),2026-05-04
"Home, Furniture",Midea Microwave 20l,800.0,GH₵ 800,Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",3+ years on Jiji,"Midea 20L microwave, turn knob, defrost, removable turn table, light in oven, push to open, energy...",https://jiji.com.gh/accra-metropolitan/kitchen-appliances/midea-microwave-20l-sp545PGQoY1vZBOPRYXxxXgI.html,Jiji Ghana (jiji.com.gh),2026-05-04
"Home, Furniture",Metallic Cabinet Free Delivery,3000.0,"GH₵ 3,000","Bulk prices, Brand New",Greater Accra,North Industrial Area,"Greater Accra, North Industrial Area","Verified ID, 4.9",Metallic Cabinet free delivery,https://jiji.com.gh/north-industrial-area/furniture/metallic-cabinet-free-delivery-B6OOd5TW1IMQImZ2jiQXAe9j.html,Jiji Ghana (jiji.com.gh),2026-05-04
"Home, Furniture",Regid Steel Half-Glass Cabinet,2700.0,"GH₵ 2,700",Brand New,Greater Accra,Labadi,"Greater Accra, Labadi",3+ years on Jiji,Regid Steel Half-Glass Cabinet,https://jiji.com.gh/labadi/furniture/regid-steel-half-glass-cabinet-uInY9r5dRhjEZu9DoDhvAhW6.html,Jiji Ghana (jiji.com.gh),2026-05-04
"Home, Furniture",Promo-Four Drawer Steel Cabinet,2698.0,"GH₵ 2,698",Brand New,Greater Accra,Labadi,"Greater Accra, Labadi",3+ years on Jiji,Promo-Four Drawer Steel Cabinet,https://jiji.com.gh/labadi/furniture/promo-four-drawer-steel-cabinet-dCbV3J7uqceKMVm9lEF8e3Bf.html,Jiji Ghana (jiji.com.gh),2026-05-04
"Home, Furniture",Classic Midea 90M21 T-Shape Electric Range Hood.,3999.0,"GH₵ 3,999",Brand New,Greater Accra,Adabraka,"Greater Accra, Adabraka",3+ years on Jiji,"Stainless steel
 push button control
 in built motor & fan
 3 speed extracts",https://jiji.com.gh/adabraka/kitchen-appliances/classic-midea-90m21-t-shape-electric-range-hood-na8FQF1X6M0yLD1zwx8etTs0.html,Jiji Ghana (jiji.com.gh),2026-05-04
"Home, Furniture",Nasco 138ltrs Top Mounted Refrigerator,1900.0,"GH₵ 1,900",Brand New,Western Region,Takoradi,"Western Region, Takoradi","Verified ID, 3+ years on Jiji","Energy Saving
Silver Vcm
Light
Top Mount Freezer
Manual Defrost",https://jiji.com.gh/takoradi/kitchen-appliances/nasco-138ltrs-top-mounted-refrigerator-2VNw3ci9WEflB9XGc0hy5Qsh.html,Jiji Ghana (jiji.com.gh),2026-05-04
"Home, Furniture",Sleek Design Samsung Split R410 Gas 2.5hp,11990.0,"GH₵ 11,990","Brand New, No",Greater Accra,Adabraka,"Greater Accra, Adabraka",5+ years on Jiji,"R-410a Environmental Friendly Refrigerant
Energy saving technology
LED display
Turbo...",https://jiji.com.gh/adabraka/home-appliances/sleek-design-samsung-split-r410-gas-2-5hp-mfYSgzlv6CFMGoGXLdg8lCLv.html,Jiji Ghana (jiji.com.gh),2026-05-04
"Home, Furniture","Tower T548005 Tsc10 Aquajetplus Stain Cleaner 1.2 L, 400 W",1800.0,"GH₵ 1,800",Brand New,Greater Accra,Lapaz,"Greater Accra, Lapaz",Verified ID,"Tower t548005 tsc10 aquajetplus stain cleaner 1.2 l, 400 w, grey and blue.
other special features of...",https://jiji.com.gh/lapaz/home-appliances/tower-t548005-tsc10-aquajetplus-stain-cleaner-1-2-l-400-w-49ANnzUYoeKSQY4XERVHH5UQ.html,Jiji Ghana (jiji.com.gh),2026-05-04
"Home, Furniture",5m Neon Bluetooth 16colors RGB Rope Light,150.0,GH₵ 150,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 3+ years on Jiji",It is operated by an app which you can download from app store or play store then you connect with...,https://jiji.com.gh/accra-metropolitan/lighting/5m-neon-bluetooth-16colors-rgb-rope-light-x4NwvJofr5d96OGr8YOvjxET.html,Jiji Ghana (jiji.com.gh),2026-05-04
"Home, Furniture",Office Chair— Leather,1400.0,"GH₵ 1,400",Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5",High quality and affordable office chair,https://jiji.com.gh/accra-metropolitan/furniture/office-chair-leather-8yopkE3Re0KCCuJJR7yCk4zC.html,Jiji Ghana (jiji.com.gh),2026-05-04
"Home, Furniture",Shining Grey Gas Cooker Oven Grill 50/50 4burner Volcano,1699.0,"GH₵ 1,699",Brand New,Greater Accra,Adabraka,"Greater Accra, Adabraka",5+ years on Jiji,Range cookers are a popular choice within many households. They combine an oven and a hob in one...,https://jiji.com.gh/adabraka/kitchen-appliances/shining-grey-gas-cooker-oven-grill-50-50-4burner-volcano-NgVYNxE9FgnYnxEAUlzIE83.html,Jiji Ghana (jiji.com.gh),2026-05-04
