Category,Title,Price GHS,Price Raw,Condition,Region,Area,Location,Seller Badge,Description,URL,Source,Scraped Date
Fashion,Urban Classic Leather Sneakers - Navy Blue (White Sole),400.0,GH₵ 400,"Men's, 39, 40, 41, 42, 43, 44, 45",Greater Accra,Asylum Down,"Greater Accra, Asylum Down","Verified ID, 5",Step into effortless style with these sleek Urban Classic Leather Sneakers. Designed for the modern...,https://jiji.com.gh/asylum-down/shoes/urban-classic-leather-sneakers-navy-blue-white-sole-8yjvo6foSzrjZQBu3U7ZCqKA.html,Jiji Ghana (jiji.com.gh),2026-04-20
Fashion,Richard Mille,6000.0,"GH₵ 6,000",Men's,Greater Accra,East Legon,"Greater Accra, East Legon",Verified ID,Richard Mille wrist watches,https://jiji.com.gh/east-legon/jewellery-and-watches/richard-mille-9WA8CVnXotzjiFDY19q3etvt.html,Jiji Ghana (jiji.com.gh),2026-04-20
Fashion,Quality Kids Shoes Promo Buy 3 Get One Free,100.0,GH₵ 100,"Unisex, 28, 30, 27, 26, 29, 22, 25, 31, 32, 33, 34",Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,Buy your kids shoes at an affordable price. We are running a promo buy 3 get 1 free,https://jiji.com.gh/accra-metropolitan/childrens-shoes/quality-kids-shoes-promo-buy-3-get-one-free-yTotnpvt4XqOaHFRrj7mp0V3.html,Jiji Ghana (jiji.com.gh),2026-04-20
Fashion,Coach Mini Rohan Bags,400.0,GH₵ 400,Women's,Greater Accra,Nima,"Greater Accra, Nima","Verified ID, 3+ years on Jiji",Original mini Rohan coach bags in boxes,https://jiji.com.gh/nima/bags/coach-mini-rohan-bags-1GPI9wBTrqoHV6CTRXWOyggO.html,Jiji Ghana (jiji.com.gh),2026-04-20
Fashion,Nike Air Liquid Max,550.0,GH₵ 550,"Men's, 40, 41, 42, 43, 44, 45",Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 3+ years on Jiji",Available in all sizes and in box,https://jiji.com.gh/accra-metropolitan/shoes/nike-air-liquid-max-uJcBnHGxBwCbb7ARSt1Nnjk3.html,Jiji Ghana (jiji.com.gh),2026-04-20
Fashion,Insulated Lunch Bowl,75.0,GH₵ 75,,Greater Accra,Ashaley Botwe,"Greater Accra, Ashaley Botwe",,"Call or WhatsApp054*********/
Ashaley Botwe lakeside Police Station (Glory gate)
Pick up is allowed",https://jiji.com.gh/ashaley-botwe/babies-and-kids-accessories/insulated-lunch-bowl-6qRN5vQo9VM5jfgQNHnft9Xu.html,Jiji Ghana (jiji.com.gh),2026-04-20
Fashion,Baby Organizer,200.0,GH₵ 200,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan","Verified ID, 3+ years on Jiji","Baby toiletries organizer 
Baby stand",https://jiji.com.gh/tema-metropolitan/babies-and-kids-accessories/baby-organizer-oGf3bj4kAqBBivGdqrJ3tJWe.html,Jiji Ghana (jiji.com.gh),2026-04-20
Fashion,Multipurpose 180° Opening Design Travel Backpack,300.0,GH₵ 300,Unisex,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji","Waterproof Backpacks 
Very good quality 
Durable 
Very strong 
Kindly WhatsApp or call me to make...",https://jiji.com.gh/accra-metropolitan/bags/multipurpose-180deg-opening-design-travel-backpack-lkIGePjAtA4VEnq9KWDntYSn.html,Jiji Ghana (jiji.com.gh),2026-04-20
Fashion,Quality Kids Converse,100.0,GH₵ 100,"Unisex, 22, 24, 25, 31, 32, 33, 34, 35",Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5",Quality kids converse for both girls and boys. Good for school and all occasions. Buy 4 get 1...,https://jiji.com.gh/accra-metropolitan/childrens-shoes/quality-kids-converse-cQyk4f7EhEqntC65AUWl59X7.html,Jiji Ghana (jiji.com.gh),2026-04-20
Fashion,Graduation Gown for Rent,40.0,GH₵ 40,,Greater Accra,Ashaiman Municipal,"Greater Accra, Ashaiman Municipal",5+ years on Jiji,We rent out graduation gowns. Terms and conditions apply,https://jiji.com.gh/ashaiman-municipal/childrens-clothing/graduation-gown-for-rent-kfEcRNAblbLGQ9cRQuERbzU5.html,Jiji Ghana (jiji.com.gh),2026-04-20
Fashion,Cartier Signature,600.0,GH₵ 600,Men's,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,Authentic Cartier signature stainless watch .waterproof,https://jiji.com.gh/accra-metropolitan/watches/cartier-signature-B4tJ63dfS7m494hBovJc34wY.html,Jiji Ghana (jiji.com.gh),2026-04-20
Fashion,Quality Fuce Sandals for Children,100.0,GH₵ 100,"Unisex, 33, 34, 35",Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",5+ years on Jiji,Quality fuce sandal for children. Size 36-41 available as seen. Wholesale deals available 6pairs,https://jiji.com.gh/accra-metropolitan/childrens-shoes/quality-fuce-sandals-for-children-MRHCiR7rWdxaQZpdWQCjl3q.html,Jiji Ghana (jiji.com.gh),2026-04-20
Fashion,Children’S Shoes,100.0,GH₵ 100,"Unisex, 26, 29, 30, 27, 28, 35, 34, 33, 32, 25",Greater Accra,McCarthy Hill,"Greater Accra, McCarthy Hill",,Unisex kids half shoe/slipper with charms for style and comfort,https://jiji.com.gh/mccarthy-hill/childrens-shoes/childrens-shoes-AWMAK59v9Gd4AlgP6ZPNHPtU.html,Jiji Ghana (jiji.com.gh),2026-04-20
Fashion,Patek Philippe Leather Strap,1550.0,"GH₵ 1,550",Men's,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,"Partake Philippe solid leather strap handle mechanical watch, water resistance, anti rusting , anti...",https://jiji.com.gh/accra-metropolitan/watches/patek-philippe-leather-strap-mHiPaX1gtrwzkyprcjRYLWfq.html,Jiji Ghana (jiji.com.gh),2026-04-20
Fashion,Quality Rich Aunty Clutch Bags,170.0,GH₵ 170,Women's,Greater Accra,Ga West Municipal,"Greater Accra, Ga West Municipal",,Original Rich Aunty Clutch,https://jiji.com.gh/ga-west-municipal/bags/quality-rich-aunty-clutch-bags-tsP6zGQYC8jWmCHzQBKkCec0.html,Jiji Ghana (jiji.com.gh),2026-04-20
Fashion,Sail Air S390 7inch Kids Tarblet,700.0,GH₵ 700,,Greater Accra,Circle,"Greater Accra, Circle",,"S390 SAIL Air 7inch kid's tablet + unbreakable touch screen 
 * 8gb Ram + 256GB storage 
*Ips true...",https://jiji.com.gh/circle/babies-and-kids-accessories/sail-air-s390-7inch-kids-tarblet-beoOHTcCOmqhpYkoM9K5Hg6S.html,Jiji Ghana (jiji.com.gh),2026-04-20
