Category,Title,Price GHS,Price Raw,Condition,Region,Area,Location,Description,URL,Source,Scraped Date
Vehicles,Kia Optima 2012 Black,85000.0,"GH₵ 85,000","Local Used, Automatic",Greater Accra,Achimota,"Greater Accra, Achimota",Very sweet car in a very good condition... Everything working perfectly... Strong down and body and...,https://jiji.com.gh/achimota/cars/kia-optima-2012-black-3NKBJU5jNglgZfwGeWkYUC4W.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Mitsuibushi Genuine CVT Fluid J4,1200.0,"GH₵ 1,200",Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Mitsubishi genuine cvt fluid scientifically engineered oil assuring smooth accelerated performance....,https://jiji.com.gh/accra-metropolitan/car-parts-and-accessories/mitsuibushi-genuine-cvt-fluid-j4-fL0NvVpag5jHocGKc0sYI3dA.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,2026 Dv Plate With 1yr Insurance,1000.0,"GH₵ 1,000",Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",2026 dv plate with 1yr insurance available,https://jiji.com.gh/accra-metropolitan/car-parts-and-accessories/2026-dv-plate-with-1yr-insurance-6Aswyg9xpqou7mFIDSfrxDwx.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,New Porsche 911 2025 Gray,2750000.0,"GH₵ 2,750,000","Brand New, Automatic",Greater Accra,East Legon,"Greater Accra, East Legon","Brand-New 2025 Porsche 911 Carrera GTS - Turbocharged flat-six engine, sport exhaust, signature GTS...",https://jiji.com.gh/east-legon/cars/new-porsche-911-2025-gray-rGPMbUtvip6tg5X7YmbAoEzv.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Gearbox for All Cars,2500.0,"GH₵ 2,500",Used,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",Quality home used gearbox available for all kinds of cars,https://jiji.com.gh/abossey-okai/car-parts-and-accessories/gearbox-for-all-cars-kjZRiBKHBmyMdlt2KKLHovTu.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Toyota Corolla Front Bumper Grille/Shells 2017 2018 2019,500.0,GH₵ 500,Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",This item is a direct replacement of the front bumper grille/shells of the 2017 to 2019 Toyota...,https://jiji.com.gh/abossey-okai/car-parts-and-accessories/toyota-corolla-front-bumper-grille-shells-2017-2018-2019-a6khGb2QE5cJgQe5MicDsbjO.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Hyundai Santa Fe 2013 Black,85000.0,"GH₵ 85,000","Local Used, Automatic",Greater Accra,Agbogba,"Greater Accra, Agbogba","Solid machine 
Smooth drive 
Ac is working
No hidden fault",https://jiji.com.gh/agbogba/cars/hyundai-santa-fe-2013-black-nbisvBPUVoei1VH6sTp0BNr.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Range Rover Velar 2.0 Engine,79500.0,"GH₵ 79,500",Used,Greater Accra,Achimota,"Greater Accra, Achimota","Home used, solid engine.
Call or Whatsapp for a better deal.",https://jiji.com.gh/achimota/car-parts-and-accessories/range-rover-velar-2-0-engine-32LcqgELholwve21wDO4RCuQ.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Mitsubishi Asx 2014 Front Bumper Complete Available in Stock,5500.0,"GH₵ 5,500",Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai","Avoid paying inspection fees
If possible, go for viewing with friends
Check everything carefully to...",https://jiji.com.gh/abossey-okai/car-parts-and-accessories/mitsubishi-asx-2014-front-bumper-complete-available-in-stock-wpB1oj6m7Vb2eymMb5Kb5ra7.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Toyota Yaris 2008 Red,67000.0,"GH₵ 67,000","Local Used, Automatic",Ashanti,Kumasi Metropolitan,"Ashanti, Kumasi Metropolitan","Neat 2008 Toyota Yaris, chilling ac, DVD/andriod player, sports rim, smooth automatic transmission...",https://jiji.com.gh/kumasi-metropolitan/cars/toyota-yaris-2008-red-kTW7uYhMQbirCr4v5Q67WcwI.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,"Hrv 2014,2015,2017,2018,2019 Spec Tail Light",6000.0,"GH₵ 6,000",Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai","hrv 2014,2015,2017,2018,2019 spec tail light",https://jiji.com.gh/abossey-okai/car-parts-and-accessories/hrv-2014-2015-2017-2018-2019-spec-tail-light-8714C5YRaRd6APSvqQilYibZ.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Honda CR-V 2024 Blue,460000.0,"GH₵ 460,000","Foreign Used, Automatic",Greater Accra,Madina,"Greater Accra, Madina","FOR SALE: Honda CR-V 2024 – Nearly New, Premium Comfort!
Looking for a reliable, fuel-efficient, and...",https://jiji.com.gh/madina/cars/honda-cr-v-2024-blue-xnUzAOAitYTofl8FJuAN44X9.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,CRV 2023 2024 2025 Key Cover,250.0,GH₵ 250,Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",Key cover for Honda CRV,https://jiji.com.gh/abossey-okai/car-parts-and-accessories/crv-2023-2024-2025-key-cover-isnye4pDxX6UxWaMfbXFsGqT.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Ferrari 458 Italia 4.5 RWD 2016 Black,2400000.0,"GH₵ 2,400,000","Foreign Used, Automatic",Greater Accra,East Legon,"Greater Accra, East Legon","2017 Ferrari 458 Italia. One in town in Ghana
Own a piece of automotive artistry with this car. With...",https://jiji.com.gh/east-legon/cars/ferrari-458-italia-4-5-rwd-2016-black-jNZOAEy8m08ku1wLesswQvlf.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,All Kinds of Car Doors Are Available,3500.0,"GH₵ 3,500",Used,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",We do pick up and delivery aswell,https://jiji.com.gh/abossey-okai/car-parts-and-accessories/all-kinds-of-car-doors-are-available-cT5zkrAJ0pmIXzJsjNvuiZj1.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Honda Fit 2010-13 Front Bumper Complete,2800.0,"GH₵ 2,800",Used,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",Very neat and affordable for Honda cars,https://jiji.com.gh/abossey-okai/car-parts-and-accessories/honda-fit-2010-13-front-bumper-complete-awTXUKSjD23QDAUVzYxVikA.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,"Honda CRV Back Trailer Arm for 2017,2018,2019,2020, -2023",1100.0,"GH₵ 1,100",Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai","Honda CRV Back Lower Arm 2017,2018,2019,2020,2021-2023
Buy and get 3 months warranty.",https://jiji.com.gh/abossey-okai/car-parts-and-accessories/honda-crv-back-trailer-arm-for-2017-2018-2019-2020-2023-kzyRPGWDbXFUq8WSnnFDFhVp.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Honda Civic 2016 2017 2018 2019 Back Bumper Diffuser,650.0,GH₵ 650,Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",Have back bumper diffuser for Honda Civic 2016 2017 2018,https://jiji.com.gh/abossey-okai/car-parts-and-accessories/honda-civic-2016-2017-2018-2019-back-bumper-diffuser-kf01XqzYCcpQE40K76R7I2uS.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Tesla Cybertruck 2025 Black,1350000.0,"GH₵ 1,350,000","Foreign Used, Automatic",Greater Accra,East Legon,"Greater Accra, East Legon","2024 Tesla Cybertruck available for sale
This car isn’t at Ghana at the moment but ready for a 26...",https://jiji.com.gh/east-legon/cars/tesla-cybertruck-2025-black-vdh1yMKbFwVa6Z3IbnpKb3Vl.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,"Honda CRV Radar Cover 2017,2018,2019",400.0,GH₵ 400,Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",Honda CRV radar cover 2017-2019,https://jiji.com.gh/abossey-okai/car-parts-and-accessories/honda-crv-radar-cover-2017-2018-2019-832JSU1mSKESUBVOSZDNi89N.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Honda CR-V 2016 Brown,265000.0,"GH₵ 265,000","Foreign Used, Automatic",Greater Accra,Madina,"Greater Accra, Madina","The Honda CR‐V Touring 2016 is the top-trim version of that model year—fully loaded, 
Key...",https://jiji.com.gh/madina/cars/honda-cr-v-2016-brown-BNcSmJ5iJZZeRQvII3Csbqgd.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,205/60r16 Brand New Tire + Free Delivery,500.0,GH₵ 500,Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Grab your brand new tires right here and no where else. 
Quality overdosed 
Delivery Service...",https://jiji.com.gh/accra-metropolitan/car-parts-and-accessories/205-60r16-brand-new-tire-free-delivery-i0HhJL993gRWusrfgIDvAU3p.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Honda Civic 3d Floor Mats,1000.0,"GH₵ 1,000",Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",Quality and well designed and fits ur cars perfectly and keeps ur car clean away from Dirts. Call or...,https://jiji.com.gh/abossey-okai/car-parts-and-accessories/honda-civic-3d-floor-mats-32LFjt5tP11HY5aSqEmGiVKe.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Complete Leather Seat Covers for Toyota Corolla and Toyota Camry Cars,1500.0,"GH₵ 1,500",Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",Original leather seat covers,https://jiji.com.gh/abossey-okai/car-parts-and-accessories/complete-leather-seat-covers-for-toyota-corolla-and-toyota-camry-cars-jSLZMJTi4D8ZQk45sdkEuKCg.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Kia Sportage EX AWD 2020 Gray,245000.0,"GH₵ 245,000","Foreign Used, Automatic",Ashanti,Ejisu-Juaben Municipal,"Ashanti, Ejisu-Juaben Municipal",Very nice Car with everything working Perfectly. No hidden Issues.,https://jiji.com.gh/ejisu-juaben-municipal/cars/kia-sportage-ex-awd-2020-gray-fHirUi9DPJDCVQEYfFqtYEKk.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,All Kinds of Cars Abs Motor Available for All Kinds of Cars,1200.0,"GH₵ 1,200",Used,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai","All kinds of cars abs motor available for allkinds of cars
Available for all kinds of cars Toyota...",https://jiji.com.gh/abossey-okai/car-parts-and-accessories/all-kinds-of-cars-abs-motor-available-for-all-kinds-of-cars-4cdJlGkDW3rP1qmkfATXSfpn.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Honda Civic 2018 Gear Box Chain,2500.0,"GH₵ 2,500",Used,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",Honda Civic 2018 gear box chain replacement,https://jiji.com.gh/abossey-okai/car-parts-and-accessories/honda-civic-2018-gear-box-chain-zXpq2IoYtW60I00rSyTezBrk.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Deals In All Kinds Cars Headlights And Taillights.,600.0,GH₵ 600,Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",All kinds of car taillight and headlights availabil.,https://jiji.com.gh/abossey-okai/car-parts-and-accessories/deals-in-all-kinds-cars-headlights-and-taillights-BXRT7DXx6Cw3US1qUA6FBoyk.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,"Camry Front Bumper Complete 2015,2016,2017",2400.0,"GH₵ 2,400",Brand New,Greater Accra,Darkuman,"Greater Accra, Darkuman",Complete bumper original,https://jiji.com.gh/darkuman/car-parts-and-accessories/camry-front-bumper-complete-2015-2016-2017-cG53ZFJXMBn4RHKDRaZ38Dcv.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Honda HRV/Hr-v Front Bumper Complete 2015 2016 2017 2018,3800.0,"GH₵ 3,800",Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai","This complete front end includes the bumper, top and down grille/shells and led fog light set. 
Also...",https://jiji.com.gh/abossey-okai/car-parts-and-accessories/honda-hrv-hr-v-front-bumper-complete-2015-2016-2017-2018-zQGPhSkJIjanpI8E9nr63iVK.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,"2018-2025 Mazda Cx-9,Cx-5,6 2.5l Complete Engine and Transmission",50000.0,"GH₵ 50,000",Used,Greater Accra,Spintex,"Greater Accra, Spintex","Vehicle Fitment
2018-2021 Mazda 6 - (2.5L), VIN Y (8th digit, turbo)
2018-2023 Mazda CX-9 - (2.5L,...",https://jiji.com.gh/spintex/car-parts-and-accessories/2018-2025-mazda-cx-9-cx-5-6-2-5l-complete-engine-and-transmission-grMfn4xWMXMZR0Xi6xbgdPRd.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,"Toyota Echo,Yaris Ignition Coil Original",130.0,GH₵ 130,Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",Dealer in genuine car parts only,https://jiji.com.gh/abossey-okai/car-parts-and-accessories/toyota-echo-yaris-ignition-coil-original-tKcIrtZXrivOzrNkONcCNm6P.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Toyota Tacoma 2024 Front Bumper Complete Available,15000.0,"GH₵ 15,000",Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai","Avoid paying inspection fees
If possible, go for viewing with friends
Check everything carefully to...",https://jiji.com.gh/abossey-okai/car-parts-and-accessories/toyota-tacoma-2024-front-bumper-complete-available-v4T1288SAKg76ZXxN9JBSybu.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Kia K5 2013 White,145000.0,"GH₵ 145,000","Foreign Used, Automatic",Greater Accra,Madina,"Greater Accra, Madina","Kia K5
Aggressive sporty design (fastback style)
	•	Large touchscreen (8”–10.3”...",https://jiji.com.gh/madina/cars/kia-k5-2013-white-llhyON473vTXwGsxe7Ii3vbP.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Complete Engine for All Cars,20000.0,"GH₵ 20,000",Used,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai","Your trusted spare parts dealer ,Call or whatsapp me",https://jiji.com.gh/abossey-okai/car-parts-and-accessories/complete-engine-for-all-cars-mWV5K0bp2Q6JA7iaQQLX9H4f.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Honda CR-V EX-L 4dr SUV (2.4L 4cyl CVT) 2016 Silver,152000.0,"GH₵ 152,000","Local Used, Automatic",Greater Accra,Osu,"Greater Accra, Osu","HONDA Crv 2016 model Reg. 2020. EX-L
Bought and registered same year, well used and maintained for...",https://jiji.com.gh/osu/cars/honda-cr-v-ex-l-4dr-suv-2-4l-4cyl-cvt-2016-silver-icTARjIj2nagDnBp6Sko3l2l.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Steering Rack for All Cars Type of Cars.,600.0,GH₵ 600,Used,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",We got all kind of Hyundai steering racks available.,https://jiji.com.gh/abossey-okai/car-parts-and-accessories/steering-rack-for-all-cars-type-of-cars-zgCHm21bXGkBnDND6TgcbGrv.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Bluetooth Car Tape,160.0,GH₵ 160,Brand New,Greater Accra,Adenta,"Greater Accra, Adenta","Car tape with aux, bluetooth, fm transmitter, usb port etc.",https://jiji.com.gh/adenta-municipal/car-parts-and-accessories/bluetooth-car-tape-sDwQB8ZCFdKLmZ1GIPa6UO8m.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Fenders For All Cars,600.0,GH₵ 600,Used,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",We do pick up and delivery aswell,https://jiji.com.gh/abossey-okai/car-parts-and-accessories/fenders-for-all-cars-smaz41MFYbcg0JwjHaYbbSAH.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Roll Bar Available for All Car’S,5300.0,"GH₵ 5,300",Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",Roll Bar available all car’s,https://jiji.com.gh/abossey-okai/car-parts-and-accessories/roll-bar-available-for-all-cars-k9rJylOokjjE1DvgT2gWF11T.html,Jiji Ghana (jiji.com.gh),2026-04-27
Vehicles,Hyundai I10 1.1 2010 Black,35000.0,"GH₵ 35,000","Local Used, Manual",Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Hyundai i10 going for a cool price 
Engine solid 
Body the neat 
Buy and spec it the way You want",https://jiji.com.gh/accra-metropolitan/cars/hyundai-i10-1-1-2010-black-hV3kzJZ3ZKvAe4wsJS3XZgVe.html,Jiji Ghana (jiji.com.gh),2026-04-27
