Category,Title,Price GHS,Price Raw,Condition,Region,Area,Location,Seller Badge,Description,URL,Source,Scraped Date
Property / Real Estate,"2,300 SQM Warehouse at Kumasi",60000.0,"GH₵ 60,000","Agent, Unfurnished",Ashanti,Kumasi Metropolitan,"Ashanti, Kumasi Metropolitan","Verified ID, 5+ years on Jiji","This is a 2,300 sqm warehouse with offices on the main Santase road for rent $3 per sqm",https://jiji.com.gh/kumasi-metropolitan/commercial-property-for-rent/2-300-sqm-warehouse-at-kumasi-q2esMyeaWHvpHqls9TYZrazv.html,Jiji Ghana (jiji.com.gh),2026-05-04
Property / Real Estate,5bdrm House in Amrahia for sale,900000.0,"GH₵ 900,000","100sqm, 5 bedrooms",Greater Accra,Amrahia,"Greater Accra, Amrahia",3+ years on Jiji,"Nice property for sale. 5 bedroom house with 6 bathrooms and 7 toilets. Plastering, screeding,...",https://jiji.com.gh/amrahia/houses-apartments-for-sale/5bdrm-house-in-amrahia-for-sale-7LwqKo6eVgVr7H5K3btrOGnh.html,Jiji Ghana (jiji.com.gh),2026-05-04
Property / Real Estate,"3,4 and 5 Bedroom Houses for Sale : Ofplan",1200000.0,"GH₵ 1,200,000",,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji","2, 3, 4, and 5 bedroom house for sale 
Selling Ofplan.
Location: 
Eadt Legon Hills 
Santoe 
Lakeside...",https://jiji.com.gh/accra-metropolitan/new-builds/3-4-and-5-bedroom-houses-for-sale-ofplan-hRTsZUEpXybZY9NGSYWrY9BQ.html,Jiji Ghana (jiji.com.gh),2026-05-04
Property / Real Estate,Newly Built 4 Bedroom House For Sale,2000000.0,"GH₵ 2,000,000",,Greater Accra,Ashaley Botwe,"Greater Accra, Ashaley Botwe","Verified ID, 3+ years on Jiji","Modern newly built Four bedroom ensuite 
Lakeside 
Fitted kitchen
AC
Big compound 
NB: Agency T&Cs...",https://jiji.com.gh/lake-side-estate/new-builds/newly-built-4-bedroom-house-for-sale-8DbJImBHpSkAhoBzibFEw4ec.html,Jiji Ghana (jiji.com.gh),2026-05-04
Property / Real Estate,60 Acres Of Farm Land For Sale On The Mountain,5000.0,"GH₵ 5,000",,Volta Region,Ho Municipal,"Volta Region, Ho Municipal",5+ years on Jiji,60 acres of farm land in volta region for sale this land is good for cassava farming and maize...,https://jiji.com.gh/ho-municipal/land-and-plots-for-sale/60-acres-of-farm-land-for-sale-on-the-mountain-lmKUkk7xzJHfOC9Z3I8ova5v.html,Jiji Ghana (jiji.com.gh),2026-05-04
Property / Real Estate,"4 Bedroom Townhouse in Achimota, Accra Metropolitan for Sale",3120000.0,"GH₵ 3,120,000",,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",5+ years on Jiji,Beautiful four bedroom townhouse for sale at Achimota . All rooms en-suite with a visitor's washroom...,https://jiji.com.gh/accra-metropolitan/new-builds/4-bedroom-townhouse-in-achimota-accra-metropolitan-for-sale-1pLEOX0xXKJU3QKsgBXxWzP9.html,Jiji Ghana (jiji.com.gh),2026-05-04
Property / Real Estate,"4bdrm Townhouse/Terrace in SKM Property, Cantonments for Sale",6630000.0,"GH₵ 6,630,000","4 bedrooms, 5 bathrooms",Greater Accra,Cantonments,"Greater Accra, Cantonments",5+ years on Jiji,"4 Bedroom Townhouse for sale
Cantonment
Features :
Boys quarters
En-suite master bedroom
Fitted...",https://jiji.com.gh/cantonments/new-builds/4bdrm-townhouse-terrace-in-skm-property-cantonments-for-sale-uojUeDkwhZTbLjYjNzFkbnct.html,Jiji Ghana (jiji.com.gh),2026-05-04
Property / Real Estate,Registered Lands for Sale in Winneba,200000.0,"GH₵ 200,000",,Central Region,Effutu Municipal,"Central Region, Effutu Municipal","Verified ID, 5+ years on Jiji","A registered walled and gated land for sale in Winneba. This property consists of 4 plots.
Its very...",https://jiji.com.gh/effutu-municipal/land-and-plots-for-sale/registered-lands-for-sale-in-winneba-v9KUUpZab2MYgPx2cq6lryrj.html,Jiji Ghana (jiji.com.gh),2026-05-04
Property / Real Estate,400 SQM Showroom at Asokwa,67000.0,"GH₵ 67,000","Semi-Furnished, 400sqm",Ashanti,Kumasi Metropolitan,"Ashanti, Kumasi Metropolitan","Verified ID, 5+ years on Jiji","Newly built 200 sqm , 400 sqm showroom or office spaces are available for rent $15 per sqm.",https://jiji.com.gh/kumasi-metropolitan/commercial-property-for-rent/400-sqm-showroom-at-asokwa-rDdY1lBDenSBnMxJAIHhMSlB.html,Jiji Ghana (jiji.com.gh),2026-05-04
Property / Real Estate,Poultry Farm for Sale at Nfensi ( Kumasi Mankraso Road),75000.0,"GH₵ 75,000",13sqm,Ashanti,Kumasi Metropolitan,"Ashanti, Kumasi Metropolitan",5+ years on Jiji,"Poultry Farm. ( The land is outright and for Good)
On 4 Plots ( 1Acre Land)
( The land is outright...",https://jiji.com.gh/kumasi-metropolitan/commercial-properties/poultry-farm-for-sale-at-nfensi-kumasi-mankraso-road-hKZmckP21EgL8xIIG4eMGSqu.html,Jiji Ghana (jiji.com.gh),2026-05-04
