source,last_updated,indicator,period,consumer_price_index_and_inflation
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2015-03,51.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2015-02,51.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2015-01,50.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-12,49.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-11,48.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-10,48.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-09,46.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-08,47.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-07,47.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-06,46.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-05,45.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-04,45.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-03,44.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-02,44.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-01,43.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-12,41.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-11,41.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-10,41.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-09,40.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-08,40.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-07,40.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-06,40.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-05,39.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-04,39.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-03,38.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-02,38.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-01,38.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-12,36.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-11,36.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-10,36.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-09,36.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-08,36.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-07,36.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-06,36.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-05,35.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-04,35.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-03,35.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-02,35.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-01,34.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-12,32.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-11,32.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-10,32.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-09,32.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-08,32.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-07,32.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-06,32.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-05,32.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-04,32.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-03,31.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-02,32.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-01,32.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-12,30.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-11,30.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-10,30.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-09,29.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-08,30.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-07,30.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-06,29.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-05,29.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-04,29.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-03,29.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-02,29.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-01,29.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-12,27.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-11,27.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-10,27.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-09,27.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-08,27.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-07,27.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-06,27.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-05,26.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-04,26.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-03,25.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-02,25.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-01,25.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-12,24.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-11,23.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-10,23.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-09,23.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-08,22.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-07,22.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-06,22.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-05,22.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-04,21.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-03,21.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-02,21.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-01,21.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-12,20.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-11,20.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-10,19.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-09,19.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-08,19.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-07,19.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-06,19.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-05,19.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-04,19.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-03,18.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-02,18.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-01,18.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-12,18.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-11,18.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-10,18.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-09,17.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-08,17.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-07,17.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-06,17.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-05,17.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-04,17.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-03,17.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-02,17.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-01,17.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-12,16.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-11,16.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-10,16.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-09,15.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-08,15.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-07,15.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-06,15.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-05,15.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-04,15.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-03,15.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-02,15.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-01,15.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-12,14.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-11,14.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-10,14.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-09,13.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-08,13.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-07,13.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-06,13.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-05,13.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-04,13.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-03,13.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-02,13.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-01,12.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-12,12.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-11,12.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-10,12.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-09,11.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-08,11.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-07,11.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-06,11.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-05,11.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-04,11.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-03,11.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-02,11.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-01,10.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2002-12,9.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2002-11,9.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2002-10,9.1
