Dataset,Source,Scraped Date,Indicator,Month,Consumer Price Index and Inflation
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2006M04,17.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2006M03,17.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2006M02,17.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2006M01,17.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2005M12,16.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2005M11,16.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2005M10,16.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2005M09,15.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2005M08,15.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2005M07,15.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2005M06,15.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2005M05,15.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2005M04,15.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2005M03,15.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2005M02,15.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2005M01,15.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2004M12,14.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2004M11,14.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2004M10,14.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2004M09,13.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2004M08,13.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2004M07,13.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2004M06,13.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2004M05,13.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2004M04,13.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2004M03,13.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2004M02,13.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2004M01,12.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2003M12,12.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2003M11,12.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2003M10,12.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2003M09,11.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2003M08,11.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2003M07,11.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2003M06,11.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2003M05,11.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2003M04,11.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2003M03,11.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2003M02,11.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2003M01,10.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2002M12,9.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2002M11,9.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2002M10,9.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2002M09,8.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2002M08,8.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2002M07,8.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2002M06,8.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2002M05,8.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2002M04,8.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2002M03,8.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2002M02,8.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2002M01,8.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2001M12,8.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2001M11,8.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2001M10,8.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2001M09,8.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2001M08,8.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2001M07,8.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2001M06,8.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2001M05,8.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2001M04,8.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2001M03,7.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2001M02,7.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2001M01,7.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2000M12,6.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2000M11,6.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2000M10,6.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2000M09,6.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2000M08,6.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2000M07,5.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2000M06,5.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2000M05,5.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2000M04,5.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2000M03,4.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2000M02,4.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,2000M01,4.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1999M12,4.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1999M11,4.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1999M10,4.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1999M09,4.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1999M08,4.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1999M07,4.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1999M06,4.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1999M05,4.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1999M04,4.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1999M03,4.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1999M02,4.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1999M01,4.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1998M12,3.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1998M11,3.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1998M10,3.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1998M09,3.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1998M08,3.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1998M07,3.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1998M06,4.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1998M05,4.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1998M04,4.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1998M03,3.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1998M02,3.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Consumer Price Index,1998M01,3.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2026M01,3.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2025M12,5.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2025M11,6.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2025M10,8.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2025M09,9.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2025M08,11.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2025M07,12.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2025M06,13.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2025M05,18.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2025M04,21.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2025M03,22.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2025M02,23.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2025M01,23.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2024M12,23.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2024M11,23.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2024M10,22.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2024M09,21.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2024M08,20.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2024M07,20.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2024M06,22.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2024M05,23.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2024M04,25.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2024M03,25.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2024M02,23.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2024M01,23.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2023M12,23.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2023M11,26.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2023M10,34.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2023M09,38.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2023M08,40.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2023M07,43.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2023M06,42.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2023M05,42.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2023M04,41.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2023M03,45.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2023M02,52.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2023M01,53.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2022M12,54.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2022M11,50.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2022M10,40.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2022M09,37.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2022M08,33.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2022M07,31.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2022M06,29.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2022M05,27.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2022M04,23.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2022M03,19.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2022M02,15.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2022M01,13.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2021M12,12.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2021M11,12.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2021M10,11.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2021M09,10.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2021M08,9.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2021M07,9.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2021M06,7.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2021M05,7.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2021M04,8.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2021M03,10.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2021M02,10.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2021M01,9.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2020M12,10.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2020M11,9.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2020M10,10.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2020M09,10.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2020M08,10.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2020M07,11.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2020M06,11.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2020M05,11.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2020M04,10.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2020M03,7.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2020M02,7.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2020M01,7.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2019M12,7.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2019M11,8.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2019M10,7.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2019M09,7.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2019M08,7.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2019M07,7.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2019M06,7.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2019M05,7.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2019M04,6.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2019M03,6.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2019M02,6.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2019M01,5.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2018M12,5.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2018M11,6.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2018M10,7.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2018M09,7.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2018M08,7.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2018M07,7.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2018M06,7.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2018M05,7.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2018M04,8.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2018M03,9.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2018M02,9.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2018M01,10.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2017M12,11.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2017M11,11.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2017M10,11.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2017M09,12.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2017M08,12.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2017M07,11.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2017M06,12.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2017M05,12.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2017M04,13.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2017M03,12.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2017M02,13.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2017M01,13.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2016M12,15.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2016M11,15.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2016M10,15.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2016M09,17.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2016M08,16.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2016M07,16.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2016M06,18.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2016M05,18.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2016M04,18.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2016M03,19.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2016M02,18.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2016M01,19.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2015M12,17.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2015M11,17.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2015M10,17.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2015M09,17.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2015M08,17.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2015M07,17.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2015M06,17.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2015M05,16.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2015M04,16.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2015M03,16.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2015M02,16.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2015M01,16.4
