Dataset,Source,Scraped Date,Indicator,Month,Consumer Price Index and Inflation
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2014M12,17.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2014M11,17.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2014M10,16.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2014M09,16.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2014M08,15.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2014M07,15.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2014M06,15.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2014M05,14.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2014M04,14.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2014M03,14.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2014M02,14.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2014M01,13.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2013M12,13.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2013M11,13.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2013M10,13.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2013M09,11.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2013M08,11.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2013M07,11.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2013M06,11.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2013M05,11.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2013M04,10.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2013M03,10.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2013M02,10.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2013M01,10.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2012M12,12.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2012M11,12.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2012M10,11.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2012M09,11.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2012M08,11.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2012M07,12.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2012M06,11.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2012M05,11.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2012M04,10.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2012M03,10.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2012M02,9.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2012M01,8.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2011M12,8.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2011M11,8.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2011M10,8.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2011M09,8.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2011M08,8.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2011M07,8.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2011M06,8.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2011M05,8.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2011M04,9.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2011M03,9.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2011M02,9.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2011M01,9.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2010M12,8.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2010M11,9.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2010M10,9.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2010M09,9.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2010M08,9.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2010M07,9.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2010M06,9.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2010M05,10.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2010M04,11.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2010M03,13.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2010M02,14.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2010M01,14.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2009M12,16.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2009M11,16.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2009M10,18.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2009M09,18.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2009M08,19.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2009M07,20.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2009M06,20.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2009M05,20.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2009M04,20.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2009M03,20.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2009M02,20.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2009M01,19.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2008M12,18.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2008M11,17.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2008M10,17.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2008M09,17.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2008M08,18.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2008M07,18.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2008M06,18.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2008M05,16.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2008M04,15.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2008M03,13.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2008M02,13.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2008M01,12.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2007M12,12.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2007M11,11.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2007M10,10.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2007M09,10.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2007M08,10.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2007M07,10.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2007M06,10.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2007M05,11.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2007M04,10.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2007M03,10.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2007M02,10.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2007M01,10.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2006M12,10.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2006M11,10.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2006M10,10.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2006M09,11.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2006M08,12.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2006M07,12.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2006M06,11.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2006M05,11.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2006M04,11.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2006M03,11.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2006M02,12.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2006M01,12.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2005M12,13.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2005M11,14.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2005M10,14.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2005M09,14.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2005M08,13.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2005M07,17.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2005M06,14.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2005M05,14.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2005M04,17.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2005M03,17.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2005M02,17.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2005M01,16.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2004M12,16.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2004M11,16.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2004M10,16.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2004M09,19.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2004M08,17.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2004M07,15.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2004M06,18.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2004M05,17.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2004M04,17.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2004M03,15.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2004M02,18.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2004M01,29.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2003M12,31.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2003M11,33.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2003M10,33.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2003M09,29.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2003M08,33.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2003M07,33.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2003M06,32.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2003M05,31.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2003M04,29.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2003M03,29.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2003M02,25.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2003M01,13.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2002M12,12.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2002M11,10.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2002M10,9.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2002M09,10.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2002M08,7.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2002M07,3.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2002M06,3.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2002M05,4.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2002M04,7.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2002M03,9.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2002M02,14.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2002M01,19.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2001M12,20.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2001M11,24.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2001M10,26.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2001M09,27.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2001M08,33.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2001M07,43.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2001M06,48.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2001M05,53.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2001M04,59.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2001M03,63.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2001M02,60.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2001M01,59.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2000M12,62.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2000M11,58.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2000M10,60.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2000M09,57.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2000M08,52.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2000M07,46.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2000M06,39.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2000M05,34.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2000M04,23.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2000M03,19.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2000M02,16.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),2000M01,12.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1999M12,9.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1999M11,8.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1999M10,5.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1999M09,4.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1999M08,1.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1999M07,0.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1999M06,0.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1999M05,0.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1999M04,2.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1999M03,7.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1999M02,7.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1999M01,11.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1998M12,..
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1998M11,..
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1998M10,..
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1998M09,..
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1998M08,..
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1998M07,..
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1998M06,..
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1998M05,..
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1998M04,..
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1998M03,..
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1998M02,..
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Year-on-year inflation (%),1998M01,..
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2026M01,0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2025M12,0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2025M11,0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2025M10,-0.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2025M09,0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2025M08,-1.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2025M07,0.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2025M06,-1.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2025M05,0.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2025M04,0.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2025M03,0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2025M02,1.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2025M01,1.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2024M12,1.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2024M11,2.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2024M10,0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2024M09,2.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2024M08,-0.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2024M07,2.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2024M06,2.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2024M05,3.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2024M04,1.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2024M03,0.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2024M02,1.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2024M01,2.0
