Category,Title,Price GHS,Price Raw,Period,Condition,Tags,Region,Area,Location,URL,Source,Scraped Date
"Home, Furniture & Appliances",Affordable Lg 15kg Front Load Washing Machine - F0l9dyp2s,13550.0,"GH₵ 13,550",,Brand New,Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCgps46iv5mwSZJB4PqUY8kk9V1-affordable-lg-15kg-front-load-washing-machine-f0l9dyp2s.html,Tonaton Ghana (tonaton.com),2026-05-04
"Home, Furniture & Appliances",Office Chair— Leather,1400.0,"GH₵ 1,400",,Brand New,Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCgmom0HHPoRBPgmWq34CLO7kSM-office-chair-leather.html,Tonaton Ghana (tonaton.com),2026-05-04
"Home, Furniture & Appliances",Table With Bookshelf,1150.0,"GH₵ 1,150",,Brand New,Brand New,Greater Accra,Ablekuma,"Greater Accra, Ablekuma",https://tonaton.com/a-MfYFNdCgosUWvkt92OX0EJEjAEP80DRl-table-with-bookshelf.html,Tonaton Ghana (tonaton.com),2026-05-04
"Home, Furniture & Appliances",Bookshelves/Storage,550.0,GH₵ 550,,Brand New,Brand New,Greater Accra,Ablekuma,"Greater Accra, Ablekuma",https://tonaton.com/a-MfYFNdCgouN7Aj7bW7t2WWT4s0CkNEkO-bookshelves-storage.html,Tonaton Ghana (tonaton.com),2026-05-04
"Home, Furniture & Appliances",Anti Bacterial Filter Split TCL 1.5hp R410 Gas White Ac,3299.0,"GH₵ 3,299",,Brand New,"Brand New, No",Greater Accra,Adabraka,"Greater Accra, Adabraka",https://tonaton.com/a-LuubBC0hfYtVI4sbInT6CxrPZrdMp5N-anti-bacterial-filter-split-tcl-1-5hp-r410-gas-white-ac.html,Tonaton Ghana (tonaton.com),2026-05-04
"Home, Furniture & Appliances",Propylene Glycol - 250ml,25.0,GH₵ 25,,,,Greater Accra,Nungua,"Greater Accra, Nungua",https://tonaton.com/a-MfYFNdCgtsZnKiWm0tWlUBUP96mmDIaO-propylene-glycol-250ml.html,Tonaton Ghana (tonaton.com),2026-05-04
"Home, Furniture & Appliances",Ceiling Fan Cleaner,95.0,GH₵ 95,,,,Greater Accra,Gbawe,"Greater Accra, Gbawe",https://tonaton.com/a-MfYFNdCgs91mS8CArL4dkyBEoko5ZD1G-ceiling-fan-cleaner.html,Tonaton Ghana (tonaton.com),2026-05-04
"Home, Furniture & Appliances",Double Gas Cylinder Cage,1700.0,"GH₵ 1,700",,Brand New,Brand New,Greater Accra,Lapaz,"Greater Accra, Lapaz",https://tonaton.com/a-MfYFNdCgD9iPT4ROWvMT8P5qSzofvB9V-double-gas-cylinder-cage.html,Tonaton Ghana (tonaton.com),2026-05-04
"Home, Furniture & Appliances",Shining Grey Gas Cooker Oven Grill 50/50 4burner Volcano,1699.0,"GH₵ 1,699",,Brand New,Brand New,Greater Accra,Adabraka,"Greater Accra, Adabraka",https://tonaton.com/a-LuubBC0h2c8EdqsoXuWkjOtTSj946Io-shining-grey-gas-cooker-oven-grill-50-50-4burner-volcano.html,Tonaton Ghana (tonaton.com),2026-05-04
"Home, Furniture & Appliances",8 Pieces Ceramic Mug Set,150.0,GH₵ 150,,,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCgQHgAQXTKmw9e7Qxa82Mj1PBZ-8-pieces-ceramic-mug-set.html,Tonaton Ghana (tonaton.com),2026-05-04
