Category,Title,Price GHS,Price Raw,Period,Condition,Tags,Region,Area,Location,URL,Source,Scraped Date
Vehicles,Honda Accord Front Bumper Complete 2022,4300.0,"GH₵ 4,300",,Brand New,Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",https://tonaton.com/a-MfYFNdCghlqIgu3SWcv7BTmwACrpWzi5-honda-accord-front-bumper-complete-2022.html,Tonaton Ghana (tonaton.com),2026-04-27
Vehicles,"Chevrolet Equinox Front Bumper Complete 2022,2023,2024,2025",9000.0,"GH₵ 9,000",,Brand New,Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",https://tonaton.com/a-MfYFNdCgorUjYXaJopDHCb52xT8sHHuc-chevrolet-equinox-front-bumper-complete-2022-2023-2024-2025.html,Tonaton Ghana (tonaton.com),2026-04-27
Vehicles,Genuine Mitsubishi CVT Fluid J4,1100.0,"GH₵ 1,100",,Brand New,Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",https://tonaton.com/a-MfYFNdCgXHwgavflV6veLjSJPqo6qgb8-genuine-mitsubishi-cvt-fluid-j4.html,Tonaton Ghana (tonaton.com),2026-04-27
Vehicles,2017 Hyundai Elantra Sedan  Oem Floor Mats Carpet,800.0,GH₵ 800,,Used,Used,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",https://tonaton.com/a-MfYFNdCh1WRp19KEiVafvFy17ZvNe6p6-2017-hyundai-elantra-sedan-oem-floor-mats-carpet.html,Tonaton Ghana (tonaton.com),2026-04-27
Vehicles,Toyota Tacoma 2016-2023 Bonnet With Hole,3000.0,"GH₵ 3,000",,Brand New,Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",https://tonaton.com/a-MfYFNdCh3ya7GfLp1iHAY0HSmO8M4RWT-toyota-tacoma-2016-2023-bonnet-with-hole.html,Tonaton Ghana (tonaton.com),2026-04-27
Vehicles,245/70 R16 Quality Reliable Tires,1000.0,"GH₵ 1,000",,Brand New,Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",https://tonaton.com/a-MfYFNdCgj1sJt34rAe09fiP552Dvr4Qu-245-70-r16-quality-reliable-tires.html,Tonaton Ghana (tonaton.com),2026-04-27
Vehicles,Acura RDX 2019 2020 Lower Arm,4500.0,"GH₵ 4,500",,Brand New,Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",https://tonaton.com/a-MfYFNdCgiXOhEb0Lnoi7VJjzQUX7fzbo-acura-rdx-2019-2020-lower-arm.html,Tonaton Ghana (tonaton.com),2026-04-27
Vehicles,"Mitsubishi Outlander Driving Mirror 2022,2023,2024,2025",3800.0,"GH₵ 3,800",,Brand New,Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",https://tonaton.com/a-MfYFNdCh3m0itUJAyw4jBS9SLgagtXgc-mitsubishi-outlander-driving-mirror-2022-2023-2024-2025.html,Tonaton Ghana (tonaton.com),2026-04-27
Vehicles,Constant Velocity (Cv) Joint,400.0,GH₵ 400,,Brand New,Brand New,Greater Accra,Achimota,"Greater Accra, Achimota",https://tonaton.com/a-MfYFNdCgO69LDxHUbsONINpNaQaLcBhx-constant-velocity-cv-joint.html,Tonaton Ghana (tonaton.com),2026-04-27
Vehicles,Mini GPS Tracker,250.0,GH₵ 250,,Brand New,Brand New,Greater Accra,Ablekuma,"Greater Accra, Ablekuma",https://tonaton.com/a-MfYFNdCgHGsIFujBciZ20savUN5oYPpp-mini-gps-tracker.html,Tonaton Ghana (tonaton.com),2026-04-27
