Category,Title,Price GHS,Price Raw,Period,Condition,Tags,Region,Area,Location,URL,Source,Scraped Date
Property / Real Estate,"4bdrm House in Sam Properties, Ga South Municipal for sale",850000.0,"GH₵ 850,000",,,"30 sqm, 4, Semi-Furnished, 4",Greater Accra,Ga South Municipal,"Greater Accra, Ga South Municipal",https://tonaton.com/a-MfYFNdCgE2Cb2xtT2teLyj6CKRKg6OdJ-4bdrm-house-in-sam-properties-ga-south-municipal-for-sale.html,Tonaton Ghana (tonaton.com),2026-04-20
Property / Real Estate,"4bdrm Duplex in Dr Roko, Dome for sale",1550000.0,"GH₵ 1,550,000",,,"4, 5, Semi-Furnished, 697 sqm",Greater Accra,Dome,"Greater Accra, Dome",https://tonaton.com/a-MfYFNdCgVhYycArXKg8CI5fAhfKOfzh9-4bdrm-duplex-in-dr-roko-dome-for-sale.html,Tonaton Ghana (tonaton.com),2026-04-20
Property / Real Estate,Affordable Beach Land,38000.0,"GH₵ 38,000",Outright Price,,"Agent, 743 sqm",Central Region,Komenda/Edina/Eguafo/Abirem Municipal,"Central Region, Komenda/Edina/Eguafo/Abirem Municipal",https://tonaton.com/a-MfYFNdCgdFtCpcd2zgJrzgjSa5TFqlr2-affordable-beach-land.html,Tonaton Ghana (tonaton.com),2026-04-20
Property / Real Estate,Furnished 5bdrm Duplex in East Legon for sale,6042450.0,"GH₵ 6,042,450",,,"897 sqm, 5, Furnished, 7, Agent",Greater Accra,East Legon,"Greater Accra, East Legon",https://tonaton.com/a-MfYFNdCgoLdjSfqTjQCwXqupmFVEPvzR-furnished-5bdrm-duplex-in-east-legon-for-sale.html,Tonaton Ghana (tonaton.com),2026-04-20
Property / Real Estate,"6bdrm Duplex in Dr Roko, West Legon for sale",2700000.0,"GH₵ 2,700,000",,,"264 sqm, 6, Semi-Furnished, 5",Greater Accra,West Legon,"Greater Accra, West Legon",https://tonaton.com/a-MfYFNdCgYIn4LyBPvDLel2zGOotIDlT1-6bdrm-duplex-in-dr-roko-west-legon-for-sale.html,Tonaton Ghana (tonaton.com),2026-04-20
Property / Real Estate,3bdrm House in Executive 3 Beddroom for sale,800001.0,"GH₵ 800,001",,,"3, 3, Semi-Furnished, 254 sqm",Greater Accra,Abokobi,"Greater Accra, Abokobi",https://tonaton.com/a-MfYFNdCgsAoI8DKxi34hRwqR92HtGazE-3bdrm-house-in-executive-3-beddroom-for-sale.html,Tonaton Ghana (tonaton.com),2026-04-20
Property / Real Estate,Half Plot of Land,80000.0,"GH₵ 80,000",Outright Price,,"Owner, 326 sqm",Greater Accra,Ga West Municipal,"Greater Accra, Ga West Municipal",https://tonaton.com/a-MfYFNdCgiVbDVFdi8uOPmQ7coSBhNAX9-half-plot-of-land.html,Tonaton Ghana (tonaton.com),2026-04-20
Property / Real Estate,"Furnished 5bdrm Mansion in 654, Nyanmekye for sale",3250000.0,"GH₵ 3,250,000",,,"5, 5, Furnished, 950 sqm",Greater Accra,Lapaz,"Greater Accra, Lapaz",https://tonaton.com/a-MfYFNdCgpFCQaQxbnIgWwd4R2NGh2cqB-furnished-5bdrm-mansion-in-654-nyanmekye-for-sale.html,Tonaton Ghana (tonaton.com),2026-04-20
Property / Real Estate,"5bdrm Duplex in Dr Roko, Pokuase for sale",1850000.0,"GH₵ 1,850,000",,,"5, 5, Semi-Furnished, 589 sqm",Greater Accra,Pokuase,"Greater Accra, Pokuase",https://tonaton.com/a-MfYFNdCh38kYxbA5zg7trihb3RcBI72y-5bdrm-duplex-in-dr-roko-pokuase-for-sale.html,Tonaton Ghana (tonaton.com),2026-04-20
Property / Real Estate,"4bdrm House in Dr Roko, Roman Ridge for sale",2800000.0,"GH₵ 2,800,000",,,"4, 5, Semi-Furnished, 845 sqm",Greater Accra,Roman Ridge,"Greater Accra, Roman Ridge",https://tonaton.com/a-MfYFNdCgA1LUO9YYaWttApuH23YyzV0d-4bdrm-house-in-dr-roko-roman-ridge-for-sale.html,Tonaton Ghana (tonaton.com),2026-04-20
