Category,Title,Price GHS,Price Raw,Period,Condition,Tags,Region,Area,Location,URL,Source,Scraped Date
Commercial Equipment & Tools,Elbow Crutch,80.0,GH₵ 80,,,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCge02TEMTt2EIjkG8xbqASiZp5-elbow-crutch.html,Tonaton Ghana (tonaton.com),2026-04-20
Commercial Equipment & Tools,Cutting Mat 12x24 Inches,150.0,GH₵ 150,,,,Volta Region,Ketu South Municipal,"Volta Region, Ketu South Municipal",https://tonaton.com/a-MfYFNdCgj4uc03Xtg7Y7vVRr65zJIR4V-cutting-mat-12x24-inches.html,Tonaton Ghana (tonaton.com),2026-04-20
Commercial Equipment & Tools,Lithium-Ion Scale # Ces1303,825.0,GH₵ 825,,Brand New,Brand New,Greater Accra,Kokomlemle,"Greater Accra, Kokomlemle",https://tonaton.com/a-MfYFNdCgASFIrS52NCKQRUc9f6k08XpB-lithium-ion-scale-ces1303.html,Tonaton Ghana (tonaton.com),2026-04-20
Commercial Equipment & Tools,Suturing Practice Kit,270.0,GH₵ 270,,,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCgK4bR61gWOmOP6pfMRpefoJuR-suturing-practice-kit.html,Tonaton Ghana (tonaton.com),2026-04-20
Commercial Equipment & Tools,Glass Showcase/Hair Saloon Wadrop,1700.0,"GH₵ 1,700",,Brand New,Brand New,Greater Accra,Achimota,"Greater Accra, Achimota",https://tonaton.com/a-MfYFNdCgHLSafRtac0JM71w48uCaDIkr-glass-showcase-hair-saloon-wadrop.html,Tonaton Ghana (tonaton.com),2026-04-20
Commercial Equipment & Tools,Midea Vertical Glass Door Display Fridge – White,4000.0,"GH₵ 4,000",,Used,Used,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",https://tonaton.com/a-MfYFNdCgsPx1YHPeXzAFY38NVrV60mq4-midea-vertical-glass-door-display-fridge-white.html,Tonaton Ghana (tonaton.com),2026-04-20
Commercial Equipment & Tools,Acrylic Perspex,650.0,GH₵ 650,,,,Greater Accra,Tesano,"Greater Accra, Tesano",https://tonaton.com/a-MfYFNdCgtjvItTgMW2VSwIMx81IIzP5Q-acrylic-perspex.html,Tonaton Ghana (tonaton.com),2026-04-20
Commercial Equipment & Tools,Mini Bread Roller,15000.0,"GH₵ 15,000",,Brand New,Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCgD9SIZ2haaep2DAwKY7lOpsxw-mini-bread-roller.html,Tonaton Ghana (tonaton.com),2026-04-20
Commercial Equipment & Tools,Argon Gas (Forwelding Materials),2400.0,"GH₵ 2,400",,,,Greater Accra,Dzorwulu,"Greater Accra, Dzorwulu",https://tonaton.com/a-MfYFNdCgibkVda9v1wR26pz7QBqgJP5u-argon-gas-forwelding-materials.html,Tonaton Ghana (tonaton.com),2026-04-20
Commercial Equipment & Tools,Transparent-acrylic/ White Acrylic Sheet,450.0,GH₵ 450,,,,Greater Accra,Accra New Town,"Greater Accra, Accra New Town",https://tonaton.com/a-MfYFNdCgc8QyhU9vevWge1wndpc3qd4S-transparent-acrylic-white-acrylic-sheet.html,Tonaton Ghana (tonaton.com),2026-04-20
