Category,Title,Price GHS,Price Raw,Period,Condition,Tags,Region,Area,Location,URL,Source,Scraped Date
Fashion,Urban Classic Leather Sneakers - Navy Blue (White Sole),400.0,GH₵ 400,,,"Men's, 39, 40, 41, 42, 43, 44, 45",Greater Accra,Asylum Down,"Greater Accra, Asylum Down",https://tonaton.com/a-MfYFNdCgmof9fcOFLtCRsipSkZfb95UH-urban-classic-leather-sneakers-navy-blue-white-sole.html,Tonaton Ghana (tonaton.com),2026-04-20
Fashion,Gibson Black Boot,1899.0,"GH₵ 1,899",,,"Unisex, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47",Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCgePetfnB3eYvT8UIX3qVuX1IF-gibson-black-boot.html,Tonaton Ghana (tonaton.com),2026-04-20
Fashion,Loro Piana Loafers (Light Brown),450.0,GH₵ 450,,,"Men's, 42, 43, 44",Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCh26lgK8OnE5TqsLsGsxl3zFpF-loro-piana-loafers-light-brown.html,Tonaton Ghana (tonaton.com),2026-04-20
Fashion,Palm Angels Top and Down,800.0,GH₵ 800,,,Men's,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCgJKGGg33Tx32QetP2UA91Xawg-palm-angels-top-and-down.html,Tonaton Ghana (tonaton.com),2026-04-20
Fashion,Nike Sb Slide Wear,150.0,GH₵ 150,,,"Men's, 38, 39, 40, 41, 42, 43, 44",Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCgiV03wimacGKDdEL4YTVy4yLK-nike-sb-slide-wear.html,Tonaton Ghana (tonaton.com),2026-04-20
Fashion,Quality Kids Converse,100.0,GH₵ 100,,,"Unisex, 22, 24, 25, 31, 32, 33, 34, 35",Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCgsAuOyCsBX5cAHs9Jw3Idym6B-quality-kids-converse.html,Tonaton Ghana (tonaton.com),2026-04-20
Fashion,Royal Essence,65.0,GH₵ 65,,,Women's,Greater Accra,Dansoman,"Greater Accra, Dansoman",https://tonaton.com/a-MfYFNdCgLraPLd1HIvGniKNlxEFCVShw-royal-essence.html,Tonaton Ghana (tonaton.com),2026-04-20
Fashion,Nike Air Liquid Max,550.0,GH₵ 550,,,"Men's, 40, 41, 42, 43, 44, 45",Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCgSqvAZ6R2cMBkVBCW3BGvkERI-nike-air-liquid-max.html,Tonaton Ghana (tonaton.com),2026-04-20
Fashion,Security Vest Proof Black,790.0,GH₵ 790,,,"S, M, L, XL, XXL",Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCgOeGf43ghQd5ZzbwWgCLllJLU-security-vest-proof-black.html,Tonaton Ghana (tonaton.com),2026-04-20
Fashion,Nike Mind 001 Black,850.0,GH₵ 850,,,"Unisex, 39, 40, 41, 42, 43, 44, 45",Greater Accra,Adabraka,"Greater Accra, Adabraka",https://tonaton.com/a-MfYFNdCgppPRLKk0rKsYZptbgAcayWnh-nike-mind-001-black.html,Tonaton Ghana (tonaton.com),2026-04-20
Fashion,School Bag With Pencil Case,150.0,GH₵ 150,,,,Greater Accra,Madina,"Greater Accra, Madina",https://tonaton.com/a-MfYFNdCgEoDGYv4QVMwnksmGnwgbd0QF-school-bag-with-pencil-case.html,Tonaton Ghana (tonaton.com),2026-04-20
Fashion,1957 Ghana Jersey,120.0,GH₵ 120,,,Unisex,Greater Accra,Nungua,"Greater Accra, Nungua",https://tonaton.com/a-MfYFNdCgwe45xqL7YlMZH1j01XNHMM9U-1957-ghana-jersey.html,Tonaton Ghana (tonaton.com),2026-04-20
Fashion,Lacoste Bag,150.0,GH₵ 150,,,Women's,Greater Accra,Ablekuma,"Greater Accra, Ablekuma",https://tonaton.com/a-LuubBC0gsaRuUfjG6LKWL1NeDUddmeJ-lacoste-bag.html,Tonaton Ghana (tonaton.com),2026-04-20
